Control ID,Title,Description,Instructions,Frameworks,Category
OS.CRPS.V1,Regular phishing simulations conducted,"Conduct regular phishing simulations to assess the effectiveness of your organization in detecting and preventing social engineering attacks. These simulations help evaluate whether existing training and response procedures are functioning as intended, ensuring that employees are prepared to recognize and respond to phishing attempts.",,,ORGANIZATIONAL SECURITY
OS.RSA.V1,Regular self assessments performed,"Ensure all employees conduct regular self-assessments to review their performance, responsibilities, and effectiveness in achieving organizational objectives.",,,ORGANIZATIONAL SECURITY
OS.RAI.V1,Relevant authorities identified,"Maintain a clear record of which data protection authorities have jurisdiction over your operations, and establish reliable communication channels with them for compliance reporting and incident response.",,"gdpr_v1, iso27001_v1",ORGANIZATIONAL SECURITY
OS.RWPE.V1,Remote work policy established,"Establish a remote work policy that outlines the requirements, guidelines, and best practices for securely working from outside the office. Ensure the policy covers topics such as approved devices, secure network connections, data protection measures, and communication protocols.",,iso27001_v1,ORGANIZATIONAL SECURITY
OS.RWC.V1,Remote working controls,"Security measures shall be implemented when personnel are working remotely to protect information accessed, processed or stored outside the organization's premises.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.RM.V1,Resource Management,"The organization shall determine and provide the resources needed for the establishment, implementation, maintenance and continual improvement of the information security management system.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.RFIA.V1,Resources for ISMS available,"Demonstrate that sufficient resources are in place to support your ISMS. This can be done by showing external support, internal task tracking, or evidence of security tool usage.",,"iso27001_v1, iso42001_v1",ORGANIZATIONAL SECURITY
OS.RATO.V1,Responsibilities after termination or change of employment,"Information security responsibilities and duties that remain valid after termination or change of employment shall be defined, enforced and communicated to relevant personnel and other interested parties.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.RARS.V1,Roles and responsibilities specified,Clearly define roles and responsibilities for all employees within the organization. Specifying roles helps establish accountability and ensures that employees understand their duties and expectations.,,"cfr_21_part_11_v1, eu_dora_v1, gdpr_v1, iso27001_v1, iso42001_v1, nist_800_171_v1, oneleet_pro_v1, pci_dss_level_1_v1, soc2_v1",ORGANIZATIONAL SECURITY
OS.SPE.V1,Sanction policy established,Establish a sanction policy that outlines the appropriate sanctions against workforce members who fail to comply with the organization's security policies and procedures. Sanctions help enforce accountability and deter employees from engaging in misconduct.,,"hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1",ORGANIZATIONAL SECURITY
OS.SFCF.V1,Scope for compliance framework established,"Establish a clearly defined scope for the compliance framework that identifies relevant business processes, IT assets, and organizational boundaries. This scope should align with regulatory, security, and operational requirements, enabling consistent application of compliance controls and efficient management of risk.",,"gdpr_v1, iso27001_v1, iso42001_v1, pci_dss_level_1_v1",ORGANIZATIONAL SECURITY
OS.SC.V1,Secure coding,Secure coding principles shall be applied to software development.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.SDLC.V1,Secure development life cycle,Rules for the secure development of software and systems shall be established and applied.,,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.SSAA.V1,Secure system architecture and engineering principles,"Principles for engineering secure systems shall be established, documented, maintained and applied to any information system development activities.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.SORA.V1,"Securing offices, rooms and facilities","Physical security for offices, rooms and facilities shall be designed and implemented.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.SA.V1,Security Awareness,"Persons doing work under the organization’s control shall be aware of:  a) the information security policy;   b) their contribution to the effectiveness of the information security management system, including the benefits of improved information security performance; and   c) the implications of not conforming with the information security management system requirements.",,iso27001_direct_v1,ORGANIZATIONAL SECURITY
OS.SVM.V1,Security Violations Managed,"Establish a security violations management process that outlines the your procedures for detecting, documenting, and addressing security violations by your employees.",,"hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1",ORGANIZATIONAL SECURITY
OS.SATC.V1,Security awareness training conducted,"Security awareness training is conducted annually for all employees, covering cybersecurity threats, social engineering, authentication best practices, and handling of sensitive data.",,"ccpa_v1, cis_ig1_v1, eu_dora_v1, gdpr_v1, hipaa_business_associate_no_phi_v1, hipaa_business_associate_v1, hipaa_clearinghouse_v1, hipaa_health_plan_v1, hipaa_provider_v1, hipaa_v1, iso27001_v1, iso42001_v1, nist_800_171_v1, oneleet_essentials_v1, oneleet_pro_v1, pci_dss_level_1_v1, soc2_v1",ORGANIZATIONAL SECURITY
